LA,LA Name,LineNumber,CYPServiceDescription,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
380,Bradford,24,Adoption services,3457816,0,0,0,3457816,13656,3444160,0,0,3444160
381,Calderdale,24,Adoption services,421122,460628,7000,0,888750,0,888750,0,0,888750
382,Kirklees,24,Adoption services,1549162,8027,63498,170173,1790860,9576,1781284,0,0,1781284
383,Leeds,24,Adoption services,4981626,0,0,0,4981626,551776,4429850,0,0,4429850
384,Wakefield,24,Adoption services,450417.44,724933.24,350,0,1175700.68,1595.86,1174104.82,0,0,1174104.82
390,Gateshead,24,Adoption services,1056738,2170,2001,0,1060909,17517,1043392,0,0,1043392
391,Newcastle upon Tyne,24,Adoption services,1295697,33728,20074,138414,1487913,7278,1480635,0,0,1480635
392,North Tyneside,24,Adoption services,1416825,57753,0,0,1474578,43913,1430665,0,0,1430665
393,South Tyneside,24,Adoption services,1417661,4273,0,0,1421934,44183,1377751,0,0,1377751
394,Sunderland,24,Adoption services,1486618,0,0,207952,1694570,74449,1620121,0,0,1620121
420,Isles Of Scilly,24,Adoption services,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,24,Adoption services,498180,0,0,0,498180,115881,382299,0,0,382299
801,Bristol City of,24,Adoption services,1688206,0,0,0,1688206,158448,1529758,0,0,1529758
802,North Somerset,24,Adoption services,235154,204447,106683,0,546284,106683,439601,0,0,439601
803,South Gloucestershire,24,Adoption services,305336,0,27819,0,333155,120431,212724,0,0,212724
805,Hartlepool,24,Adoption services,448925,17662,810,625,468022,26276,441746,0,0,441746
806,Middlesbrough,24,Adoption services,862410,0,44669,0,907079,15644,891435,0,0,891435
807,Redcar and Cleveland,24,Adoption services,588957,0,0,0,588957,0,588957,0,0,588957
808,Stockton-on-Tees,24,Adoption services,333585,384305,0,0,717890,446,717444,0,0,717444
810,Kingston upon Hull City of,24,Adoption services,1500238,1182970,0,30015,2713223,13288,2699935,0,0,2699935
811,East Riding of Yorkshire,24,Adoption services,1281435,23570,30550,165535,1501090,49013,1452077,16760,0,1435317
812,North East Lincolnshire,24,Adoption services,799904,0,123323,101426,1024653,8919,1015734,0,0,1015734
813,North Lincolnshire,24,Adoption services,747919,849,37338,133153,919259,16357,902902,0,0,902902
815,North Yorkshire,24,Adoption services,1504604,0,0,0,1504604,7812,1496792,0,0,1496792
816,York,24,Adoption services,354309,0,0,0,354309,0,354309,0,0,354309
821,Luton,24,Adoption services,636064,0,0,0,636064,61310,574754,0,0,574754
825,Buckinghamshire,24,Adoption services,1799696,0,0,0,1799696,108360,1691336,0,0,1691336
826,Milton Keynes,24,Adoption services,1502912,0,0,0,1502912,23973,1478939,0,0,1478939
830,Derbyshire,24,Adoption services,2050078,0,181064,452660,2683802,0,2683802,0,0,2683802
831,Derby,24,Adoption services,1671772,0,0,0,1671772,17015,1654757,0,0,1654757
835,Dorset,24,Adoption services,750973,0,0,0,750973,0,750973,0,0,750973
836,Poole,24,Adoption services,649152,0,0,0,649152,0,649152,0,0,649152
837,Bournemouth,24,Adoption services,910606,0,0,0,910606,0,910606,0,0,910606
840,Durham,24,Adoption services,2071595,10320,39414,82267,2203596,20401,2183195,0,0,2183195
841,Darlington,24,Adoption services,261497,47055,52552,0,361104,0,361104,0,0,361104
845,East Sussex,24,Adoption services,2364963,0,0,0,2364963,76671,2288292,0,0,2288292
846,Brighton and Hove,24,Adoption services,1688575,0,306749,14765,2010089,0,2010089,0,0,2010089
850,Hampshire,24,Adoption services,3832672,64435,0,1243,3898350,66134,3832216,0,0,3832216
851,Portsmouth,24,Adoption services,1145990,21857,0,0,1167847,85874,1081973,0,0,1081973
852,Southampton,24,Adoption services,1506838,0,0,0,1506838,46764,1460074,0,0,1460074
855,Leicestershire,24,Adoption services,1163321,0,25322,0,1188643,69570,1119073,0,0,1119073
856,Leicester,24,Adoption services,1334851,0,0,0,1334851,27443,1307408,0,0,1307408
857,Rutland,24,Adoption services,6582,0,11539,0,18121,0,18121,0,0,18121
860,Staffordshire,24,Adoption services,2094415,1287,0,0,2095702,42178,2053524,0,204,2053320
861,Stoke-on-Trent,24,Adoption services,1741776.62,30379.05,43784,0,1815939.67,39414.01,1776525.66,0,0,1776525.66
865,Wiltshire,24,Adoption services,1599295.54,0,0,0,1599295.54,48857.57,1550437.97,0,0,1550437.97
866,Swindon,24,Adoption services,43302,261486,0,0,304788,0,304788,0,0,304788
867,Bracknell Forest,24,Adoption services,234465,0,42504,47222,324191,13138,311053,0,0,311053
868,Windsor and Maidenhead,24,Adoption services,539168,0,31,0,539199,270164,269035,0,0,269035
869,West Berkshire,24,Adoption services,143930,0,85435,0,229365,35135,194230,0,0,194230
870,Reading,24,Adoption services,914451,264630,54911,10858,1244850,49056,1195794,0,0,1195794
871,Slough,24,Adoption services,1500803,0,0,0,1500803,33373,1467430,0,0,1467430
872,Wokingham,24,Adoption services,389056,0,0,0,389056,0,389056,0,0,389056
873,Cambridgeshire,24,Adoption services,1773219,606461,0,0,2379680,140899,2238781,0,0,2238781
874,Peterborough,24,Adoption services,1448479,25554,0,13760,1487793,0,1487793,0,0,1487793
876,Halton,24,Adoption services,573851,0,0,0,573851,30471,543380,0,0,543380
877,Warrington,24,Adoption services,436983,0,0,0,436983,0,436983,0,0,436983
878,Devon,24,Adoption services,2219392,0,0,0,2219392,249025,1970367,0,0,1970367
879,Plymouth,24,Adoption services,1657699,113644,25762,9152,1806257,22248,1784009,0,0,1784009
880,Torbay,24,Adoption services,558708,85762,285813,0,930283,31108,899175,0,0,899175
881,Essex,24,Adoption services,4880662,0,0,0,4880662,67555,4813107,0,0,4813107
882,Southend-on-Sea,24,Adoption services,688870,0,0,0,688870,28466,660404,27414,0,632990
883,Thurrock,24,Adoption services,762592,0,0,0,762592,8000,754592,0,0,754592
884,Herefordshire,24,Adoption services,637515,17307,73528,0,728350,71000,657350,0,0,657350
885,Worcestershire,24,Adoption services,1563330,0,0,0,1563330,29169,1534161,0,0,1534161
886,Kent,24,Adoption services,6812567,170879,0,695830,7679276,20898,7658378,0,0,7658378
887,Medway,24,Adoption services,1369939,148516,0,0,1518455,83648,1434807,0,0,1434807
888,Lancashire,24,Adoption services,2786467,0,16164,207052,3009683,33073,2976610,0,0,2976610
889,Blackburn with Darwen,24,Adoption services,1006629,4587,0,0,1011216,99845,911371,0,0,911371
890,Blackpool,24,Adoption services,474246,0,242402,18000,734648,53500,681148,0,0,681148
891,Nottinghamshire,24,Adoption services,3143705,165154,1250,0,3310109,47746,3262363,0,0,3262363
892,Nottingham,24,Adoption services,1580497,0,0,0,1580497,0,1580497,0,0,1580497
893,Shropshire,24,Adoption services,1052302,0,0,0,1052302,337799,714503,0,0,714503
894,Telford and Wrekin,24,Adoption services,513659,0,0,0,513659,0,513659,0,0,513659
908,Cornwall,24,Adoption services,1196976,0,0,0,1196976,275,1196701,4130,182,1192389
909,Cumbria,24,Adoption services,2234114,0,0,0,2234114,9985,2224129,0,0,2224129
916,Gloucestershire,24,Adoption services,935984,1450700,0,0,2386684,65695,2320989,0,0,2320989
919,Hertfordshire,24,Adoption services,3666123,0,80802,0,3746925,18018,3728907,0,0,3728907
921,Isle of Wight,24,Adoption services,336176,0,0,0,336176,0,336176,0,0,336176
925,Lincolnshire,24,Adoption services,1481176,0,13138,23667,1517981,49655,1468326,0,0,1468326
926,Norfolk,24,Adoption services,2983369,574481,0,124653,3682503,6963,3675540,0,0,3675540
928,Northamptonshire,24,Adoption services,2234423,0,30588,109987,2374998,0,2374998,0,0,2374998
929,Northumberland,24,Adoption services,1014047,24611,0,34761,1073419,33692,1039727,0,0,1039727
931,Oxfordshire,24,Adoption services,1306519,50726,28465,0,1385710,28465,1357245,0,0,1357245
933,Somerset,24,Adoption services,1400114,0,162282,0,1562396,89437,1472959,0,0,1472959
935,Suffolk,24,Adoption services,1534789.91,1036380.82,39680,0,2610850.73,18874,2591976.73,0,0,2591976.73
936,Surrey,24,Adoption services,3145641,246889,26517,0,3419047,13760,3405287,0,0,3405287
937,Warwickshire,24,Adoption services,1203971,0,0,0,1203971,92367,1111604,0,0,1111604
938,West Sussex,24,Adoption services,953600,1100334,0,0,2053934,222,2053712,0,0,2053712
822,Bedford Borough,24,Adoption services,327388,17,566071,3,893479,4425,889054,0,0,889054
823,Central Bedfordshire,24,Adoption services,1360791,0,0,0,1360791,692913,667878,0,0,667878
895,Cheshire East,24,Adoption services,0,0,907726,1231405,2139131,9849,2129282,0,0,2129282
896,Cheshire West and Chester,24,Adoption services,1189493,11148,95783,0,1296424,110633,1185791,0,0,1185791
201,City of London,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
202,Camden,25,Special guardianship support,1012707,0,0,43699,1056406,14451,1041955,0,0,1041955
203,Greenwich,25,Special guardianship support,759990,0,0,0,759990,0,759990,0,0,759990
204,Hackney,25,Special guardianship support,1122030,0,0,0,1122030,0,1122030,0,0,1122030
205,Hammersmith and Fulham,25,Special guardianship support,1070297,0,0,0,1070297,0,1070297,0,0,1070297
206,Islington,25,Special guardianship support,1069429,779,829,0,1071037,359,1070678,0,0,1070678
207,Kensington and Chelsea,25,Special guardianship support,285357.47,0,0,0,285357.47,0,285357.47,0,0,285357.47
208,Lambeth,25,Special guardianship support,518231,0,0,0,518231,0,518231,0,0,518231
209,Lewisham,25,Special guardianship support,4077,531399,10866,75,546417,0,546417,0,0,546417
210,Southwark,25,Special guardianship support,42980,354149,340111,0,737240,0,737240,0,0,737240
211,Tower Hamlets,25,Special guardianship support,720888,0,0,0,720888,0,720888,0,0,720888
212,Wandsworth,25,Special guardianship support,767193,0,0,0,767193,0,767193,0,0,767193
213,Westminster,25,Special guardianship support,286576,0,0,0,286576,0,286576,0,0,286576
301,Barking and Dagenham,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
302,Barnet,25,Special guardianship support,846676,300,0,0,846976,0,846976,0,0,846976
303,Bexley,25,Special guardianship support,247000,0,0,0,247000,0,247000,0,0,247000
304,Brent,25,Special guardianship support,0,1793426,0,0,1793426,0,1793426,0,0,1793426
305,Bromley,25,Special guardianship support,152190,0,0,0,152190,0,152190,0,0,152190
306,Croydon,25,Special guardianship support,0,371811,0,0,371811,0,371811,0,0,371811
307,Ealing,25,Special guardianship support,697265,0,0,0,697265,0,697265,0,0,697265
308,Enfield,25,Special guardianship support,283532,26293,0,0,309825,0,309825,0,0,309825
309,Haringey,25,Special guardianship support,985550,0,0,0,985550,0,985550,0,0,985550
310,Harrow,25,Special guardianship support,0,172571,0,0,172571,0,172571,0,0,172571
311,Havering,25,Special guardianship support,274302,0,0,0,274302,0,274302,0,0,274302
312,Hillingdon,25,Special guardianship support,0,284488.58,0,0,284488.58,0,284488.58,0,0,284488.58
313,Hounslow,25,Special guardianship support,256890,0,0,0,256890,0,256890,0,0,256890
314,Kingston upon Thames,25,Special guardianship support,0,82576,0,0,82576,0,82576,0,0,82576
315,Merton,25,Special guardianship support,93916,0,0,0,93916,0,93916,0,0,93916
316,Newham,25,Special guardianship support,2200,97258,0,0,99458,0,99458,0,0,99458
317,Redbridge,25,Special guardianship support,0,0,202437,0,202437,0,202437,0,0,202437
318,Richmond upon Thames,25,Special guardianship support,160611,0,0,0,160611,0,160611,0,0,160611
319,Sutton,25,Special guardianship support,263297,0,0,0,263297,0,263297,0,0,263297
320,Waltham Forest,25,Special guardianship support,867520,0,0,0,867520,0,867520,0,0,867520
330,Birmingham,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
331,Coventry,25,Special guardianship support,296585,0,0,0,296585,0,296585,0,0,296585
332,Dudley,25,Special guardianship support,197485,0,0,0,197485,0,197485,0,0,197485
333,Sandwell,25,Special guardianship support,11446,1167110,0,0,1178556,0,1178556,0,0,1178556
334,Solihull,25,Special guardianship support,93720,0,0,0,93720,0,93720,0,0,93720
335,Walsall,25,Special guardianship support,137287,0,0,0,137287,0,137287,0,0,137287
336,Wolverhampton,25,Special guardianship support,290000,0,0,0,290000,0,290000,0,0,290000
340,Knowsley,25,Special guardianship support,428505,0,0,0,428505,0,428505,0,0,428505
341,Liverpool,25,Special guardianship support,969559,0,0,0,969559,0,969559,0,0,969559
342,St Helens,25,Special guardianship support,562636.3,0,0,0,562636.3,0,562636.3,215000,0,347636.3
343,Sefton,25,Special guardianship support,878005,0,0,0,878005,0,878005,0,0,878005
344,Wirral,25,Special guardianship support,752384,0,0,0,752384,0,752384,0,0,752384
350,Bolton,25,Special guardianship support,299700,0,0,0,299700,0,299700,0,0,299700
351,Bury,25,Special guardianship support,0,398151,0,0,398151,0,398151,0,0,398151
352,Manchester,25,Special guardianship support,1511162,8030,0,0,1519192,0,1519192,0,0,1519192
353,Oldham,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
354,Rochdale,25,Special guardianship support,329340,0,0,0,329340,0,329340,0,0,329340
355,Salford,25,Special guardianship support,522380,0,0,0,522380,0,522380,0,0,522380
356,Stockport,25,Special guardianship support,349010,0,0,0,349010,0,349010,0,0,349010
357,Tameside,25,Special guardianship support,123677,0,0,0,123677,0,123677,0,0,123677
358,Trafford,25,Special guardianship support,87395,0,0,0,87395,0,87395,0,0,87395
359,Wigan,25,Special guardianship support,697452.23,5295.06,5767.98,0,708515.27,1084.98,707430.29,0,0,707430.29
370,Barnsley,25,Special guardianship support,284025,0,0,0,284025,0,284025,0,0,284025
371,Doncaster,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
372,Rotherham,25,Special guardianship support,368638,0,0,0,368638,0,368638,0,0,368638
373,Sheffield,25,Special guardianship support,1897.43,593324.76,0,0,595222.19,0,595222.19,0,0,595222.19
380,Bradford,25,Special guardianship support,436246,0,0,0,436246,0,436246,0,0,436246
381,Calderdale,25,Special guardianship support,255961,0,0,0,255961,0,255961,0,0,255961
382,Kirklees,25,Special guardianship support,319184,0,0,0,319184,0,319184,0,0,319184
383,Leeds,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
384,Wakefield,25,Special guardianship support,0,299614.11,0,0,299614.11,0,299614.11,0,0,299614.11
390,Gateshead,25,Special guardianship support,218195,0,0,0,218195,0,218195,0,0,218195
391,Newcastle upon Tyne,25,Special guardianship support,408669,0,0,0,408669,0,408669,0,0,408669
392,North Tyneside,25,Special guardianship support,277125,0,0,0,277125,0,277125,0,0,277125
393,South Tyneside,25,Special guardianship support,260589,0,0,0,260589,0,260589,0,0,260589
394,Sunderland,25,Special guardianship support,367044,0,0,0,367044,0,367044,0,0,367044
420,Isles Of Scilly,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,25,Special guardianship support,93034,0,0,0,93034,0,93034,0,0,93034
801,Bristol City of,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
802,North Somerset,25,Special guardianship support,0,12709,0,0,12709,0,12709,0,0,12709
803,South Gloucestershire,25,Special guardianship support,191080,235,0,0,191315,0,191315,0,0,191315
805,Hartlepool,25,Special guardianship support,276966,0,0,0,276966,0,276966,0,0,276966
806,Middlesbrough,25,Special guardianship support,4144,0,0,0,4144,0,4144,0,0,4144
807,Redcar and Cleveland,25,Special guardianship support,227702,0,0,0,227702,0,227702,0,0,227702
808,Stockton-on-Tees,25,Special guardianship support,237052,0,0,0,237052,52,237000,0,0,237000
810,Kingston upon Hull City of,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
811,East Riding of Yorkshire,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
812,North East Lincolnshire,25,Special guardianship support,0,0,0,0,0,0,0,0,0,0
813,North Lincolnshire,25,Special guardianship support,238568,0,0,0,238568,0,238568,0,0,238568
815,North Yorkshire,25,Special guardianship support,530953,0,0,0,530953,0,530953,0,0,530953
816,York,25,Special guardianship support,234758,0,0,0,234758,0,234758,0,0,234758
821,Luton,25,Special guardianship support,278187,0,0,0,278187,0,278187,0,0,278187
825,Buckinghamshire,25,Special guardianship support,425351,0,0,0,425351,0,425351,0,0,425351
826,Milton Keynes,25,Special guardianship support,387801,0,0,0,387801,0,387801,0,0,387801
830,Derbyshire,25,Special guardianship support,87382,0,0,0,87382,0,87382,0,0,87382
831,Derby,25,Special guardianship support,141570,0,0,0,141570,0,141570,0,0,141570
835,Dorset,25,Special guardianship support,201801,0,0,0,201801,0,201801,0,0,201801
836,Poole,25,Special guardianship support,57086,0,0,0,57086,0,57086,0,0,57086
837,Bournemouth,25,Special guardianship support,130250,0,0,0,130250,0,130250,0,0,130250
