time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,63145556,x,55260092,x,x,x,837
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Doncaster,371,E08000017,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,63145556,x,55260092,x,x,x,837
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,1615348,0,0,5124,1620472,71425,1549047,48370,0,1500677,27
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,37190,0,578962,0,616152,0,616152,0,0,616152,11
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,76123,0,0,0,76123,0,76123,0,0,76123,1
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,263682,0,0,0,263682,28521,235161,12750,0,222411,4
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,1992343,0,578962,5124,2576429,99946,2476483,61120,0,2415363,44
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.1 Residential care,0,13413766,0,0,13413766,270459,13143307,13858,0,13129449,231
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),1926022,11450819,0,0,13376841,507,13376334,139178,0,13237156,235
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),3107206,0,0,0,3107206,851,3106355,34805,0,3071550,55
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.2 Total fostering services,5033228,11450819,0,0,16484047,1358,16482689,173983,0,16308706,290
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.3 Adoption services,3090562,0,636613,0,3727175,109922,3617253,388555,0,3228698,64
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.4 Special guardianship support,1948431,0,0,0,1948431,10,1948421,0,0,1948421,34
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.5 Other children looked after services,2703407,0,0,0,2703407,10,2703397,0,0,2703397,48
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,126650,0,0,0,126650,10327,116323,0,0,116323,2
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.7 Children placed with family and friends,391691,0,0,0,391691,116,391575,4735,0,386840,7
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.8 Education of looked after children,912221,0,0,0,912221,2350,909871,734762,0,175109,16
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.9 Leaving care support services,1896247,2256385,0,0,4152632,53108,4099524,219805,0,3879719,72
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.10 Asylum seeker services children,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Children looked after,3.1.11 Total Children Looked After,16102437,27120970,636613,0,43860020,447660,43412360,1535698,0,41876662,764
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Other children and family services,3.2.1 Other children and families services,293804,0,0,0,293804,13935,279869,12750,0,267119,5
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),24421528,3089,0,0,24424617,73616,24351001,858567,0,23492434,429
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,728819,0,0,45581,774400,16151,758249,0,0,758249,13
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,359504,0,0,0,359504,149614,209890,0,0,209890,4
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,25509851,3089,0,45581,25558521,239381,25319140,858567,0,24460573,446
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.1 Direct payments,0,771178,0,0,771178,108288,662890,0,0,662890,12
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.2 Short breaks (respite) for disabled children,1356493,171568,0,0,1528061,92944,1435117,0,0,1435117,25
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.4 Targeted family support,7275473,0,0,33075,7308548,27366,7281182,1041174,0,6240008,128
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.5 Universal family support,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Family support services,3.4.6 Total Family Support Services,8631966,942746,0,33075,9607787,228598,9379189,1041174,0,8338015,165
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Services for young people,3.5.1 Universal services for young people,377736,0,0,0,377736,10411,367325,0,0,367325,6
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Services for young people,3.5.2 Targeted services for young people,893550,0,0,6056,899606,25031,874575,65622,0,808953,15
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Services for young people,3.5.3 Total Services for young people,1271286,0,0,6056,1277342,35442,1241900,65622,0,1176278,22
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,0,x,x,x,x,x,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Youth justice,3.6.1 Youth justice,x,x,x,x,1007626,228260,779366,x,x,x,14
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,84181529,x,82888307,x,x,x,1459
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Rotherham,372,E08000018,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,84181529,x,82888307,x,x,x,1459
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,881815,0,0,0,881815,14994,866821,0,0,866821,7
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,2655109,345505,0,0,3000614,601584,2399030,7678,0,2391352,20
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,3536924,345505,0,0,3882429,616578,3265851,7678,0,3258173,28
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.1 Residential care,5236606,9632730,0,0,14869336,1486322,13383014,0,0,13383014,114
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),2341542,6328566,0,0,8670108,4491,8665617,0,0,8665617,74
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),5899662,0,0,0,5899662,24810,5874852,176986,0,5697866,50
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.2 Total fostering services,8241204,6328566,0,0,14569770,29301,14540469,176986,0,14363483,123
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.3 Adoption services,1745275,1975268,0,0,3720543,258192,3462351,367601,0,3094750,29
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.4 Special guardianship support,179882,2772696,0,0,2952578,5206,2947372,0,0,2947372,25
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.5 Other children looked after services,587608,1031383,0,0,1618991,156724,1462267,0,0,1462267,12
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,581335,0,0,0,581335,5717,575618,0,0,575618,5
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.7 Children placed with family and friends,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.8 Education of looked after children,0,0,0,0,0,0,0,0,0,0,0
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.9 Leaving care support services,3545420,1974384,0,0,5519804,374757,5145047,72155,0,5072892,44
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.10 Asylum seeker services children,894250,1205044,0,0,2099294,1675,2097619,969361,0,1128258,18
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Children looked after,3.1.11 Total Children Looked After,21011580,24920071,0,0,45931651,2317894,43613757,1586103,0,42027654,370
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Other children and family services,3.2.1 Other children and families services,957976,0,0,0,957976,1548,956428,0,0,956428,8
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),13924889,718576,0,0,14643465,269723,14373742,858281,0,13515461,122
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,7432485,0,0,0,7432485,1014052,6418433,641921,0,5776512,54
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,759613,0,0,0,759613,195861,563752,0,0,563752,5
201819,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,Sheffield,373,E08000019,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,22116987,718576,0,0,22835563,1479636,21355927,1500202,0,19855725,181
